feature,module,selected_train_only,nonzero_count,nonzero_pct,mean,median,max,missing_count
ont_InteligenciaArtificial_Positivo,ai,False,184,11.400247831474598,0.18277571251548946,0.0,11.0,0
ont_InteligenciaArtificial_Negativo,ai,True,62,3.841387856257745,0.04708798017348203,0.0,3.0,0
ont_InteligenciaArtificial_Neutro,ai,False,834,51.6728624535316,0.9423791821561338,1.0,37.0,0
ont_AprendizajeAutomatico_Positivo,ml,False,8,0.49566294919454773,0.006195786864931847,0.0,2.0,0
ont_AprendizajeAutomatico_Negativo,ml,False,2,0.12391573729863693,0.0018587360594795538,0.0,2.0,0
ont_AprendizajeAutomatico_Neutro,ml,False,33,2.0446096654275094,0.042131350681536554,0.0,21.0,0
ont_Tecnologia_Positivo,technology,False,42,2.6022304832713754,0.029120198265179677,0.0,2.0,0
ont_Tecnologia_Negativo,technology,False,15,0.929368029739777,0.009913258983890954,0.0,2.0,0
ont_Tecnologia_Neutro,technology,True,192,11.895910780669144,0.16171003717472118,0.0,11.0,0
ont_Futuro_Positivo,future,False,28,1.734820322180917,0.021065675340768277,0.0,3.0,0
ont_Futuro_Negativo,future,False,3,0.18587360594795538,0.0018587360594795538,0.0,1.0,0
ont_Futuro_Neutro,future,False,136,8.426270136307311,0.10346964064436183,0.0,5.0,0
ont_Datos_Positivo,data,False,40,2.478314745972739,0.027261462205700124,0.0,2.0,0
ont_Datos_Negativo,data,False,6,0.37174721189591076,0.0037174721189591076,0.0,1.0,0
ont_Datos_Neutro,data,False,197,12.205700123915737,0.16418835192069392,0.0,8.0,0
ont_Algoritmo_Positivo,algorithm,False,4,0.24783147459727387,0.0037174721189591076,0.0,2.0,0
ont_Algoritmo_Negativo,algorithm,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Algoritmo_Neutro,algorithm,False,17,1.0532837670384139,0.01982651796778191,0.0,12.0,0
ont_Robot_Positivo,robot,False,24,1.486988847583643,0.01858736059479554,0.0,3.0,0
ont_Robot_Negativo,robot,False,0,0.0,0.0,0.0,0.0,0
ont_Robot_Neutro,robot,False,110,6.815365551425032,0.10966542750929369,0.0,8.0,0
ont_Automatizacion_Positivo,automation,False,8,0.49566294919454773,0.0055762081784386614,0.0,2.0,0
ont_Automatizacion_Negativo,automation,False,3,0.18587360594795538,0.0024783147459727386,0.0,2.0,0
ont_Automatizacion_Neutro,automation,False,43,2.664188351920694,0.04399008674101611,0.0,7.0,0
ont_Etica_Positivo,ethics,False,36,2.2304832713754648,0.031598513011152414,0.0,14.0,0
ont_Etica_Negativo,ethics,True,5,0.30978934324659235,0.0037174721189591076,0.0,2.0,0
ont_Etica_Neutro,ethics,False,22,1.3630731102850062,0.020446096654275093,0.0,3.0,0
ont_Innovacion_Positivo,innovation,False,7,0.43370508054522927,0.004337050805452293,0.0,1.0,0
ont_Innovacion_Negativo,innovation,False,3,0.18587360594795538,0.0018587360594795538,0.0,1.0,0
ont_Innovacion_Neutro,innovation,True,37,2.292441140024783,0.024783147459727387,0.0,2.0,0
ont_has_ontology_elements,global_counts,False,1489,92.25526641883519,0.9225526641883519,1.0,1.0,0
ont_count_domain_concepts,global_counts,False,1408,87.2366790582404,1.2936802973977695,1.0,9.0,0
ont_total_positivo_mentions,global_counts,False,278,17.224287484510533,0.3302354399008674,0.0,27.0,0
ont_total_negativo_mentions,global_counts,True,81,5.018587360594796,0.07372986369268897,0.0,7.0,0
ont_total_neutro_mentions,global_counts,False,1224,75.8364312267658,1.6325898389095415,1.0,47.0,0
ont_domain_score,global_counts,False,1408,87.2366790582404,1.9182156133828996,1.0,47.0,0
ont_domain_density,global_counts,True,1408,87.2366790582404,0.06269590859860125,0.058823529411764705,0.375,0
